"order_channel","order_number","order_date","order_time_local","day_of_week","hour_of_day","order_time_zone","grubhub_store_id","store_number","store_name","street_address","city","state","postal_code","store_type","order_type","scheduled_or_asap_order","fulfillment_type","cash_order","customer_type","gh_plus_customer","order_subtotal_before_adjustments","order_subtotal_adjustments","order_subtotal","order_self_delivery_charge","order_merchant_fees","order_sales_tax","order_tip","order_total","order_commission","order_delivery_commission","order_gh_plus_commission","order_processing_fee","order_withheld_sales_tax","order_merchant_funded_promotion_and_loyalty","order_merchant_total","order_time_to_expected_ready_time_minutes","order_time_to_actually_ready_time_minutes","order_time_to_driver_arrived_time_minutes","order_time_to_driver_departed_time_minutes","order_time_to_dropoff_start_time_minutes","ghd_driver_wait_time","order_on_time","overall_rating_value","review_text"
"Marketplace","384522422256564","2023-05-05","06:48:39 PM","Friday","6 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","GH+","24.47","0.00","24.47","0.00","0.00","2.45","0.00","26.92","-3.06","-2.45","0.00","-1.12","-2.45","0.00","17.84","15","10","12","12","24","0","On-time",,
"Marketplace","872622480625321","2023-05-11","12:53:15 PM","Thursday","12 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","18.23","0.00","18.23","0.00","0.00","1.82","0.00","20.05","-2.28","-1.82","0.00","-0.91","-1.82","0.00","13.22","15","15","19","20","28","2","On-time",,
"Marketplace","362022573856756","2023-05-19","07:08:50 PM","Friday","7 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","17.50","0.00","17.50","0.00","0.00","1.75","0.00","19.25","-2.19","-1.75","0.00","-0.89","-1.75","0.00","12.67","15",,"10","17","22","2","On-time",,
"Marketplace","362022543886480","2023-05-17","06:01:14 PM","Wednesday","6 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Pick-Up","No","New","GH+","20.50","0.00","20.50","0.00","0.00","2.05","0.00","22.55","-2.56","0.00","0.00","-0.99","-2.05","0.00","16.95","15","109",,,,,"Late",,
"Marketplace","678322483145652","2023-05-10","08:08:14 PM","Wednesday","8 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","38.21","0.00","38.21","0.00","0.00","3.82","0.00","42.03","-4.78","-3.82","0.00","-1.58","-3.82","0.00","28.03","15",,"10","12","23","0","On-time",,
"Marketplace","255921746771951","2023-02-26","05:49:34 PM","Sunday","5 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","17.32","0.00","17.32","0.00","0.00","1.73","0.00","19.05","-2.17","-1.73","0.00","-0.88","-1.73","0.00","12.54","14",,"8","10","23","0","On-time",,
"Marketplace","500621658484217","2023-02-17","12:17:45 PM","Friday","12 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","30.45","0.00","30.45","0.00","0.00","3.05","0.00","33.50","-3.81","-3.05","0.00","-1.32","-3.05","0.00","22.27","15","10","22","23","30","1","On-time","5",
"Marketplace","142621701022478","2023-02-21","06:04:33 PM","Tuesday","6 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","32.52","0.00","32.52","0.00","0.00","3.25","0.00","35.77","-4.07","-3.25","0.00","-1.39","-3.25","0.00","23.81","15","5","18","19","40","1","Early",,
"Marketplace","538121664585621","2023-02-18","04:09:22 PM","Saturday","4 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","20.21","0.00","20.21","0.00","0.00","2.02","0.00","22.23","-2.53","-2.02","0.00","-0.98","-2.02","0.00","14.68","15","6","12","12","41","0","Early",,
"Marketplace","142621651035388","2023-02-17","05:08:15 PM","Friday","5 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","GH+","16.00","0.00","16.00","0.00","0.00","1.60","0.00","17.60","-2.00","-1.60","0.00","-0.84","-1.60","0.00","11.56","15",,"13","13","30","0","On-time",,
"Marketplace","414921690388831","2023-02-21","05:20:40 PM","Tuesday","5 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","26.97","0.00","26.97","0.00","0.00","2.70","0.00","29.67","-3.37","-2.70","0.00","-1.20","-2.70","0.00","19.70","15","4","7","14","38","0","Early",,
"Marketplace","538121714548114","2023-02-22","07:00:42 PM","Wednesday","7 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","28.41","-23.41","5.00","0.00","0.00","0.50","0.00","5.50","-3.55","-2.84","0.00","-1.25","-0.50","0.00","-2.64","15","19","36","38","49","3","On-time",,
"Marketplace","851021585827854","2023-02-10","05:11:34 PM","Friday","5 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","15.23","0.00","15.23","0.00","0.00","1.52","0.00","16.75","-1.90","-1.52","0.00","-0.81","-1.52","0.00","11.00","15","16","22","23","35","0","On-time",,
"Marketplace","383221520498480","2023-02-04","05:45:00 PM","Saturday","5 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","Scheduled","Grubhub Delivery","No","Returning","non GH+","19.74","0.00","19.74","0.00","0.00","1.97","0.00","21.71","-2.47","-1.97","0.00","-0.96","-1.97","0.00","14.34",,,,,,"0","On-time",,
"Marketplace","276321725604417","2023-02-23","07:38:50 PM","Thursday","7 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","38.45","0.00","38.45","0.00","0.00","3.85","0.00","42.30","-4.81","-3.85","0.00","-1.59","-3.85","0.00","28.20","12",,"6","13","42","1","On-time",,
"Marketplace","687521640813789","2023-02-16","03:57:15 PM","Thursday","3 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","17.71","0.00","17.71","0.00","0.00","1.77","0.00","19.48","-2.21","-1.77","0.00","-0.89","-1.77","0.00","12.84","15","4","19","20","32","1","Early",,
"Marketplace","355421664687937","2023-02-18","05:46:17 PM","Saturday","5 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Pick-Up","No","Returning","non GH+","30.45","0.00","30.45","0.00","0.00","3.05","3.35","36.85","-3.81","0.00","0.00","-1.42","-3.05","0.00","28.57","25","15",,,,,"Early",,
"Marketplace","064723567549574","2023-08-27","06:58:28 PM","Sunday","6 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","GH+","14.99","-13.24","1.75","0.00","0.00","0.18","0.00","1.93","-1.87","-1.50","0.00","-0.80","-0.18","0.00","-2.42","15","7","13","17","23","2","Early",,
"Marketplace","694423418952159","2023-08-12","04:43:18 PM","Saturday","4 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","37.68","0.00","37.68","0.00","0.00","3.77","0.00","41.45","-4.71","-3.77","0.00","-1.56","-3.77","0.00","27.64","15",,"17","21","58","4","On-time",,
"Marketplace","111423536460312","2023-08-24","04:58:37 PM","Thursday","4 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","37.45","0.00","37.45","0.00","0.00","3.75","0.00","41.20","-4.68","-3.75","0.00","-1.56","-3.75","0.00","27.46","15","10","26","27","61","1","On-time",,
"Marketplace","664222575479490","2023-05-20","05:20:10 PM","Saturday","5 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","30.46","-2.75","27.71","0.00","0.00","2.77","0.00","30.48","-3.81","-3.05","0.00","-1.32","-2.77","0.00","19.53","15","9","10","19","49","4","Early",,
"Marketplace","569522658791909","2023-05-28","09:37:19 AM","Sunday","9 AM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","22.97","-22.97","0.00","0.00","0.00","0.00","0.00","0.00","-2.87","-2.30","0.00","-1.07","0.00","0.00","-6.24","15","6","12","13","22","0","Early",,
"Marketplace","179622555064739","2023-05-18","10:00:00 AM","Thursday","10 AM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","Scheduled","Grubhub Delivery","No","Loyal","GH+","11.49","0.00","11.49","0.00","0.00","1.15","0.00","12.64","-1.44","-1.15","0.00","-0.69","-1.15","0.00","8.21",,,,,,"0","On-time",,
"Marketplace","276022649191472","2023-05-27","09:48:50 AM","Saturday","9 AM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Pick-Up","No","Returning","non GH+","23.46","0.00","23.46","0.00","0.00","2.35","0.00","25.81","-2.93","0.00","0.00","-1.09","-2.35","0.00","19.44","15","8",,,,,"Early",,
"Marketplace","413423489392418","2023-08-19","06:39:57 PM","Saturday","6 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","28.56","0.00","28.56","0.00","0.00","2.86","0.00","31.42","-3.57","-2.86","0.00","-1.26","-2.86","0.00","20.87","15",,"11","11","19","0","On-time",,
"Marketplace","390623400152715","2023-08-10","07:41:25 PM","Thursday","7 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","26.25","0.00","26.25","0.00","0.00","2.63","0.00","28.88","-3.28","-2.63","0.00","-1.18","-2.63","0.00","19.16","15","16","16","19","26","3","On-time",,
"Marketplace","676723419839229","2023-08-12","05:11:38 PM","Saturday","5 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","23.95","0.00","23.95","0.00","0.00","2.40","0.00","26.35","-2.99","-2.40","0.00","-1.10","-2.40","0.00","17.46","15",,"8","13","32","0","On-time",,
"Marketplace","761824251641121","2023-11-04","02:55:15 PM","Saturday","2 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","19.47","0.00","19.47","0.00","0.00","1.95","0.00","21.42","-2.43","-1.95","0.00","-0.95","-1.95","0.00","14.14","15","4","16","18","40","1","Early","5","Always good place"
"Marketplace","626724266111501","2023-11-05","03:25:30 PM","Sunday","3 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","25.97","0.00","25.97","0.00","0.00","2.60","0.00","28.57","-3.25","-2.60","0.00","-1.17","-2.60","0.00","18.95","15","14","19","19","48","0","On-time",,
"Marketplace","278524265198087","2023-11-05","01:26:42 PM","Sunday","1 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","26.16","-10.17","15.99","0.00","0.00","1.60","0.00","17.59","-3.27","-2.62","0.00","-1.18","-1.60","0.00","8.92","15","8","11","11","19","0","Early",,
"Marketplace","125824474397270","2023-11-25","06:12:28 PM","Saturday","6 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","21.69","0.00","21.69","0.00","0.00","2.17","0.00","23.86","-2.71","-2.17","0.00","-1.03","-2.17","0.00","15.78","15","15","15","21","24","5","On-time","5",
"Marketplace","229822112797587","2023-04-04","10:48:22 AM","Tuesday","10 AM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Pick-Up","No","Loyal","non GH+","10.99","0.00","10.99","0.00","0.00","1.10","0.00","12.09","-1.37","0.00","0.00","-0.67","-1.10","0.00","8.95","15","5",,,,,"Early",,
"Marketplace","970222157902371","2023-04-08","10:36:25 AM","Saturday","10 AM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Pick-Up","No","Returning","non GH+","24.71","0.00","24.71","0.00","0.00","2.47","2.72","29.90","-3.09","0.00","0.00","-1.21","-2.47","0.00","23.13","15","11",,,,,"On-time",,
"Marketplace","733522379286438","2023-04-30","12:40:34 PM","Sunday","12 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","GH+","13.74","0.00","13.74","0.00","0.00","1.37","0.00","15.11","-1.72","-1.37","0.00","-0.76","-1.37","0.00","9.89","15","9","27","27","49","1","Early",,
"Marketplace","116122159941789","2023-04-07","08:58:10 PM","Friday","8 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Loyal","non GH+","18.71","0.00","18.71","0.00","0.00","1.87","0.00","20.58","-2.34","-1.87","0.00","-0.93","-1.87","0.00","13.57","15",,"11","13","19","0","On-time",,
"Marketplace","745524434213697","2023-11-22","02:18:25 PM","Wednesday","2 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","39.75","0.00","39.75","0.00","0.00","3.98","0.00","43.73","-4.97","-3.98","0.00","-1.63","-3.98","0.00","29.17",,,,,,,"Unable to Determine",,
"Marketplace","632524466329913","2023-11-25","05:54:14 PM","Saturday","5 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","69.62","0.00","69.62","0.00","0.00","6.96","0.00","76.58","-8.70","-6.96","0.00","-2.64","-6.96","0.00","51.32","15","11","14","14","18","0","On-time",,
"Marketplace","365224269253652","2023-11-04","07:15:37 PM","Saturday","7 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","16.97","0.00","16.97","0.00","0.00","1.70","0.00","18.67","-2.12","-1.70","0.00","-0.87","-1.70","0.00","12.28","15",,"5","9","27","0","On-time",,
"Marketplace","042824107923253","2023-10-19","08:18:24 PM","Thursday","8 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","28.96","0.00","28.96","0.00","0.00","2.90","0.00","31.86","-3.62","-2.90","0.00","-1.27","-2.90","0.00","21.17","15","6","9","9","17","0","Early",,
"Marketplace","908124059732998","2023-10-15","02:21:31 PM","Sunday","2 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","13.48","0.00","13.48","0.00","0.00","1.35","0.00","14.83","-1.69","-1.35","0.00","-0.75","-1.35","0.00","9.69","15","0","11","12","29","0","Early",,
"Marketplace","392624057661495","2023-10-15","12:59:01 PM","Sunday","12 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","24.73","0.00","24.73","0.00","0.00","2.47","0.00","27.20","-3.09","-2.47","0.00","-1.13","-2.47","0.00","18.04","15","4","8","9","21","0","Early",,
"Marketplace","960424020534352","2023-10-11","08:10:13 PM","Wednesday","8 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","10.74","0.00","10.74","0.00","0.00","1.07","0.00","11.81","-1.34","-1.07","0.00","-0.66","-1.07","0.00","7.67","15","6","21","21","28","1","Early",,
"Marketplace","364422624589199","2023-05-25","06:34:34 PM","Thursday","6 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","32.97","0.00","32.97","0.00","0.00","3.30","0.00","36.27","-4.12","-3.30","0.00","-1.41","-3.30","0.00","24.14","15","17","33","34","47","1","On-time","5",
"Marketplace","337422444942137","2023-05-07","02:50:18 PM","Sunday","2 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","17.50","0.00","17.50","0.00","0.00","1.75","0.00","19.25","-2.19","-1.75","0.00","-0.89","-1.75","0.00","12.67","15",,"13","15","23","0","On-time",,
"Marketplace","427622421906722","2023-05-05","11:41:37 AM","Friday","11 AM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","GH+","25.97","0.00","25.97","0.00","0.00","2.60","0.00","28.57","-3.25","-2.60","0.00","-1.17","-2.60","0.00","18.95","15","6","20","21","67","0","Early","5",
"Marketplace","073022431230429","2023-05-05","07:07:47 PM","Friday","7 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","GH+","27.98","0.00","27.98","0.00","0.00","2.80","0.00","30.78","-3.50","-2.80","0.00","-1.24","-2.80","0.00","20.44","15","15","16","17","29","1","On-time",,
"Marketplace","016022589558981","2023-05-21","11:19:25 AM","Sunday","11 AM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","16.98","0.00","16.98","0.00","0.00","1.70","0.00","18.68","-2.12","-1.70","0.00","-0.87","-1.70","0.00","12.29","15","5","12","13","33","0","Early","5",
"Marketplace","400424513926984","2023-11-30","01:49:41 PM","Thursday","1 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","GH+","18.71","0.00","18.71","0.00","0.00","1.87","0.00","20.58","-2.34","-1.87","0.00","-0.93","-1.87","0.00","13.57","15",,"6","7","11","0","On-time",,
"Marketplace","624021941653222","2023-03-18","01:57:01 PM","Saturday","1 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","41.48","0.00","41.48","0.00","0.00","4.15","0.00","45.63","-5.19","-4.15","0.00","-1.69","-4.15","0.00","30.45","15",,"10","11","20","0","On-time",,
"Marketplace","444821887988720","2023-03-12","04:14:07 PM","Sunday","4 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","18.98","0.00","18.98","0.00","0.00","1.90","0.00","20.88","-2.37","-1.90","0.00","-0.94","-1.90","0.00","13.77","12",,"13","13","34","1","On-time",,
"Marketplace","159421870301729","2023-03-10","08:05:20 PM","Friday","8 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","29.47","0.00","29.47","0.00","0.00","2.95","0.00","32.42","-3.68","-2.95","0.00","-1.29","-2.95","0.00","21.55","11",,"16","17","21","1","On-time",,
"Marketplace","287622026257906","2023-03-25","07:49:30 PM","Saturday","7 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","15.34","0.00","15.34","0.00","0.00","1.53","0.00","16.87","-1.92","-1.53","0.00","-0.81","-1.53","0.00","11.08","15",,"7","11","17","0","On-time",,
"Marketplace","104923271626643","2023-07-29","11:30:49 AM","Saturday","11 AM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","34.21","-21.23","12.98","0.00","0.00","1.30","0.00","14.28","-4.28","-3.42","0.00","-1.45","-1.30","0.00","3.83","15",,"13","15","27","0","On-time",,
"Marketplace","556123280557357","2023-07-30","05:31:08 PM","Sunday","5 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","30.20","0.00","30.20","0.00","0.00","3.02","0.00","33.22","-3.78","-3.02","0.00","-1.31","-3.02","0.00","22.09","15",,"13","18","27","3","On-time",,
"Marketplace","590823212709133","2023-07-23","05:08:10 PM","Sunday","5 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","24.73","0.00","24.73","0.00","0.00","2.47","0.00","27.20","-3.09","-2.47","0.00","-1.13","-2.47","0.00","18.04","15",,"14","16","29","1","On-time","5",
"Marketplace","571623002141539","2023-07-02","06:54:37 PM","Sunday","6 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","23.45","0.00","23.45","0.00","0.00","2.35","0.00","25.80","-2.93","-2.35","0.00","-1.09","-2.35","0.00","17.08","15","7","14","17","22","2","Early",,
"Marketplace","804123009143678","2023-07-02","12:04:41 PM","Sunday","12 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","18.97","0.00","18.97","0.00","0.00","1.90","0.00","20.87","-2.37","-1.90","0.00","-0.94","-1.90","0.00","13.76","15","2","11","13","21","0","Early",,
"Marketplace","909323136088593","2023-07-15","10:50:09 AM","Saturday","10 AM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","17.98","0.00","17.98","0.00","0.00","1.80","0.00","19.78","-2.25","-1.80","0.00","-0.90","-1.80","0.00","13.03","15",,"2","9","15","0","On-time",,
"Marketplace","373523070355167","2023-07-09","06:09:51 PM","Sunday","6 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","20.95","0.00","20.95","0.00","0.00","2.10","0.00","23.05","-2.62","-2.10","0.00","-1.00","-2.10","0.00","15.23","15",,"11","12","25","0","On-time",,
"Marketplace","797723241974696","2023-07-26","11:45:46 AM","Wednesday","11 AM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","9.49","0.00","9.49","0.00","0.00","0.95","0.00","10.44","-1.19","-0.95","0.00","-0.62","-0.95","0.00","6.73","15","10","17","17","28","0","On-time",,
"Marketplace","081521636811506","2023-02-15","09:45:23 AM","Wednesday","9 AM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Pick-Up","No","New","non GH+","9.99","0.00","9.99","0.00","0.00","1.00","0.00","10.99","-1.25","0.00","0.00","-0.64","-1.00","0.00","8.10","15","6",,,,,"Early",,
"Marketplace","283721708495863","2023-02-22","12:09:22 PM","Wednesday","12 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Pick-Up","No","Loyal","non GH+","10.99","0.00","10.99","0.00","0.00","1.10","0.00","12.09","-1.37","0.00","0.00","-0.67","-1.10","0.00","8.95","15","134",,,,,"Late",,
"Marketplace","255921656703498","2023-02-17","03:53:53 PM","Friday","3 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","53.12","0.00","53.12","0.00","0.00","5.31","0.00","58.43","-6.64","-5.31","0.00","-2.08","-5.31","0.00","39.09","15",,"9","14","29","0","On-time",,
"Marketplace","851021525898898","2023-02-03","06:31:31 PM","Friday","6 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","34.70","0.00","34.70","0.00","0.00","3.47","0.00","38.17","-4.34","-3.47","0.00","-1.46","-3.47","0.00","25.43","15","5","7","8","29","0","Early",,
"Marketplace","487521491077263","2023-02-01","12:29:35 PM","Wednesday","12 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","64.95","0.00","64.95","0.00","0.00","6.50","0.00","71.45","-8.12","-6.50","0.00","-2.48","-6.50","0.00","47.85","15","11","13","16","46","1","On-time",,
"Marketplace","225021512634514","2023-02-03","02:09:18 PM","Friday","2 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","GH+","32.96","0.00","32.96","0.00","0.00","3.30","0.00","36.26","-4.12","-3.30","0.00","-1.41","-3.30","0.00","24.13","15","6","28","30","48","2","Early",,
"Marketplace","355421744602655","2023-02-26","04:20:00 PM","Sunday","4 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","45.37","0.00","45.37","0.00","0.00","4.54","0.00","49.91","-5.67","-4.54","0.00","-1.82","-4.54","0.00","33.34","13",,"18","18","40","0","On-time",,
"Marketplace","934923208813374","2023-07-22","05:30:00 PM","Saturday","5 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","Scheduled","Grubhub Delivery","No","Returning","GH+","41.17","0.00","41.17","0.00","0.00","4.12","0.00","45.29","-5.15","-4.12","0.00","-1.68","-4.12","0.00","30.22",,,,,,"0","On-time",,
