"order_channel","order_number","order_date","order_time_local","day_of_week","hour_of_day","order_time_zone","grubhub_store_id","store_number","store_name","street_address","city","state","postal_code","store_type","order_type","scheduled_or_asap_order","fulfillment_type","cash_order","customer_type","gh_plus_customer","order_subtotal_before_adjustments","order_subtotal_adjustments","order_subtotal","order_self_delivery_charge","order_merchant_fees","order_sales_tax","order_tip","order_total","order_commission","order_delivery_commission","order_gh_plus_commission","order_processing_fee","order_withheld_sales_tax","order_merchant_funded_promotion_and_loyalty","order_merchant_total","order_time_to_expected_ready_time_minutes","order_time_to_actually_ready_time_minutes","order_time_to_driver_arrived_time_minutes","order_time_to_driver_departed_time_minutes","order_time_to_dropoff_start_time_minutes","ghd_driver_wait_time","order_on_time","overall_rating_value","review_text"
"Marketplace","353121779490560","2023-02-28","06:24:19 PM","Tuesday","6 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Loyal","non GH+","12.73","0.00","12.73","0.00","0.00","1.27","0.00","14.00","-1.59","-1.27","0.00","-0.73","-1.27","0.00","9.14","15",,"18","20","55","2","On-time",,
"Marketplace","620723480587091","2023-08-19","11:13:13 AM","Saturday","11 AM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","24.72","0.00","24.72","0.00","0.00","2.47","0.00","27.19","-3.09","-2.47","0.00","-1.13","-2.47","0.00","18.03","15","5","8","9","15","0","Early","5",
"Marketplace","761623322730956","2023-08-03","05:25:14 PM","Thursday","5 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","33.47","0.00","33.47","0.00","0.00","3.35","0.00","36.82","-4.18","-3.35","0.00","-1.42","-3.35","0.00","24.52","15","7","27","28","45","1","Early",,
"Marketplace","968823584712602","2023-08-29","05:15:00 PM","Tuesday","5 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","Scheduled","Grubhub Delivery","No","Returning","GH+","16.73","0.00","16.73","0.00","0.00","1.67","0.00","18.40","-2.09","-1.67","0.00","-0.86","-1.67","0.00","12.11",,,,,,"2","On-time",,
"Marketplace","077623590086792","2023-08-30","05:36:07 PM","Wednesday","5 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","26.99","0.00","26.99","0.00","0.00","2.70","0.00","29.69","-3.37","-2.70","0.00","-1.21","-2.70","0.00","19.71","15",,"16","18","23","1","On-time",,
"Marketplace","694423428907855","2023-08-13","12:49:26 PM","Sunday","12 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","7.99","0.00","7.99","0.00","0.00","0.80","0.00","8.79","-1.00","-0.80","0.00","-0.57","-0.80","0.00","5.62","15","4","8","14","21","0","Early",,
"Marketplace","476024585190434","2023-12-07","10:44:11 AM","Thursday","10 AM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Pick-Up","No","Returning","non GH+","24.72","0.00","24.72","0.00","0.00","2.47","0.00","27.19","-3.09","0.00","0.00","-1.13","-2.47","0.00","20.50","15","6",,,,,"Early","5",
"Marketplace","840321515007248","2023-02-03","01:37:41 PM","Friday","1 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","32.97","0.00","32.97","0.00","0.00","3.30","0.00","36.27","-4.12","-3.30","0.00","-1.41","-3.30","0.00","24.14","15","6","9","12","46","0","Early",,
"Marketplace","667421652762272","2023-02-17","03:20:31 PM","Friday","3 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","22.71","0.00","22.71","0.00","0.00","2.27","0.00","24.98","-2.84","-2.27","0.00","-1.06","-2.27","0.00","16.54","15","10","14","16","24","1","On-time","5",
"Marketplace","500621748466742","2023-02-26","05:12:02 PM","Sunday","5 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","23.71","0.00","23.71","0.00","0.00","2.37","0.00","26.08","-2.96","-2.37","0.00","-1.10","-2.37","0.00","17.28","16","9","12","13","27","0","Early",,
"Marketplace","913824627377021","2023-12-10","08:09:24 PM","Sunday","8 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","30.17","0.00","30.17","0.00","0.00","3.02","0.00","33.19","-3.77","-3.02","0.00","-1.31","-3.02","0.00","22.07","15","8","25","26","40","1","Early",,
"Marketplace","261124711176921","2023-12-20","02:12:57 PM","Wednesday","2 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","21.98","0.00","21.98","0.00","0.00","2.20","0.00","24.18","-2.75","-2.20","0.00","-1.04","-2.20","0.00","15.99","11","8","9","11","20","0","On-time",,
"Marketplace","677722252993596","2023-04-18","06:27:38 PM","Tuesday","6 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Pick-Up","No","Returning","non GH+","22.18","0.00","22.18","0.00","0.00","2.22","0.00","24.40","-2.77","0.00","0.00","-1.04","-2.22","0.00","18.37","15","11",,,,,"On-time",,
"Marketplace","849822340685715","2023-04-27","05:30:07 PM","Thursday","5 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","15.72","0.00","15.72","0.00","0.00","1.57","0.00","17.29","-1.97","-1.57","0.00","-0.83","-1.57","0.00","11.35","15",,"12","12","50","0","On-time",,
"Marketplace","355222159920438","2023-04-08","05:50:34 PM","Saturday","5 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Pick-Up","No","Returning","non GH+","11.19","0.00","11.19","0.00","0.00","1.12","0.00","12.31","-1.40","0.00","0.00","-0.68","-1.12","0.00","9.11","15","6",,,,,"Early",,
"Marketplace","750122229516028","2023-04-14","09:02:35 PM","Friday","9 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","24.73","0.00","24.73","0.00","0.00","2.47","0.00","27.20","-3.09","-2.47","0.00","-1.13","-2.47","0.00","18.04","15",,"18","18","29","0","On-time",,
"Marketplace","913922161886292","2023-04-08","07:32:59 PM","Saturday","7 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","19.98","0.00","19.98","0.00","0.00","2.00","0.00","21.98","-2.50","-2.00","0.00","-0.97","-2.00","0.00","14.51","15","0","13","17","26","2","Early",,
"Marketplace","023922133316315","2023-04-05","08:15:44 PM","Wednesday","8 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","19.23","0.00","19.23","0.00","0.00","1.92","0.00","21.15","-2.40","-1.92","0.00","-0.95","-1.92","0.00","13.96","15","4","7","11","20","0","Early",,
"Marketplace","858722375785520","2023-04-30","12:00:00 PM","Sunday","12 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","Scheduled","Grubhub Delivery","No","New","non GH+","24.33","0.00","24.33","0.00","0.00","2.43","0.00","26.76","-3.04","-2.43","0.00","-1.12","-2.43","0.00","17.74",,,,,,"0","Early",,
"Marketplace","874822231426882","2023-04-16","02:26:19 PM","Sunday","2 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Pick-Up","No","New","non GH+","13.49","0.00","13.49","0.00","0.00","1.35","0.00","14.84","-1.69","0.00","0.00","-0.75","-1.35","0.00","11.05","15","12",,,,,"On-time",,
"Marketplace","288822128934597","2023-04-05","06:52:09 PM","Wednesday","6 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","50.96","0.00","50.96","0.00","0.00","5.10","0.00","56.06","-6.37","-5.10","0.00","-2.01","-5.10","0.00","37.48","15",,"10","21","53","6","Late",,
"Marketplace","247622236098825","2023-04-16","06:07:38 PM","Sunday","6 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","18.97","0.00","18.97","0.00","0.00","1.90","0.00","20.87","-2.37","-1.90","0.00","-0.94","-1.90","0.00","13.76","15","9","17","17","23","0","Early","5","Great food really fast service no complaints"
"Marketplace","733522790554172","2023-06-11","12:08:47 PM","Sunday","12 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","13.99","0.00","13.99","0.00","0.00","1.40","0.00","15.39","-1.75","-1.40","0.00","-0.77","-1.40","0.00","10.07","15","1","11","12","22","0","Early",,
"Marketplace","261822876964673","2023-06-18","08:53:27 PM","Sunday","8 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","62.19","0.00","62.19","0.00","0.00","6.22","0.00","68.41","-7.77","-6.22","0.00","-2.39","-6.22","0.00","45.81","15",,"17","26","37","9","Late",,
"Marketplace","086222840195897","2023-06-16","03:30:09 PM","Friday","3 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","8.75","0.00","8.75","0.00","0.00","0.88","0.00","9.63","-1.09","-0.88","0.00","-0.59","-0.88","0.00","6.19","15","3","14","15","20","0","Early",,
"Marketplace","940124733441467","2023-12-22","05:07:03 PM","Friday","5 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","19.73","0.00","19.73","0.00","0.00","1.97","0.00","21.70","-2.47","-1.97","0.00","-0.96","-1.97","0.00","14.33","12","9","57","60","98","3","On-time",,
"Marketplace","792924801492181","2023-12-28","07:25:21 PM","Thursday","7 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","GH+","16.73","0.00","16.73","0.00","0.00","1.67","0.00","18.40","-2.09","-1.67","0.00","-0.86","-1.67","0.00","12.11","12","7","7","8","12","0","On-time",,
"Marketplace","378424732895174","2023-12-22","11:08:10 AM","Friday","11 AM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","10.99","0.00","10.99","0.00","0.00","1.10","0.00","12.09","-1.37","-1.10","0.00","-0.67","-1.10","0.00","7.85","12","4","14","22","45","8","Early",,
"Marketplace","426022133971886","2023-04-06","01:03:17 PM","Thursday","1 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","GH+","31.69","0.00","31.69","0.00","0.00","3.17","0.00","34.86","-3.96","-3.17","0.00","-1.36","-3.17","0.00","23.20","15","12","13","16","22","1","On-time",,
"Marketplace","634222131043968","2023-04-06","04:00:58 PM","Thursday","4 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","53.44","0.00","53.44","0.00","0.00","5.34","0.00","58.78","-6.68","-5.34","0.00","-2.09","-5.34","0.00","39.33","15",,"11","27","75","12","Late",,
"Marketplace","021822354572167","2023-04-28","06:29:58 PM","Friday","6 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","18.74","0.00","18.74","0.00","0.00","1.87","0.00","20.61","-2.34","-1.87","0.00","-0.93","-1.87","0.00","13.60","15",,"9","10","45","0","On-time",,
"Marketplace","934722222302045","2023-04-15","06:48:51 PM","Saturday","6 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","GH+","21.98","0.00","21.98","0.00","0.00","2.20","0.00","24.18","-2.75","-2.20","0.00","-1.04","-2.20","0.00","15.99","15","8","13","13","34","0","Early",,
"Marketplace","420022221052820","2023-04-14","08:53:25 PM","Friday","8 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","15.98","0.00","15.98","0.00","0.00","1.60","0.00","17.58","-2.00","-1.60","0.00","-0.84","-1.60","0.00","11.54","15","27","30","30","53","0","Late",,
"Marketplace","446122208365525","2023-04-12","07:04:04 PM","Wednesday","7 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","10.99","0.00","10.99","0.00","0.00","1.10","0.00","12.09","-1.37","-1.10","0.00","-0.67","-1.10","0.00","7.85","15","7","13","15","18","0","Early",,
"Marketplace","111722367198633","2023-04-28","07:42:47 PM","Friday","7 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Loyal","non GH+","12.74","0.00","12.74","0.00","0.00","1.27","0.00","14.01","-1.59","-1.27","0.00","-0.73","-1.27","0.00","9.15","15","7","14","15","20","0","Early",,
"Marketplace","318222188892771","2023-04-11","06:47:47 PM","Tuesday","6 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","20.22","0.00","20.22","0.00","0.00","2.02","0.00","22.24","-2.53","-2.02","0.00","-0.98","-2.02","0.00","14.69","15","6","13","18","35","3","Early",,
"Marketplace","088822377823442","2023-04-30","09:56:21 AM","Sunday","9 AM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","22.83","0.00","22.83","0.00","0.00","2.28","0.00","25.11","-2.85","-2.28","0.00","-1.07","-2.28","0.00","16.63","15","0","13","13","38","0","Early",,
"Marketplace","729522134849965","2023-04-06","02:40:07 PM","Thursday","2 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","19.44","0.00","19.44","0.00","0.00","1.94","0.00","21.38","-2.43","-1.94","0.00","-0.95","-1.94","0.00","14.12","15","10","23","24","41","1","On-time",,
"Marketplace","961622226245324","2023-04-14","07:32:32 PM","Friday","7 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","28.71","0.00","28.71","0.00","0.00","2.87","0.00","31.58","-3.59","-2.87","0.00","-1.26","-2.87","0.00","20.99","15",,"13","13","28","0","On-time",,
"Marketplace","254022125954585","2023-04-04","09:02:09 PM","Tuesday","9 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","28.99","0.00","28.99","0.00","0.00","2.90","0.00","31.89","-3.62","-2.90","0.00","-1.27","-2.90","0.00","21.20","15","7","23","24","29","1","Early",,
"Marketplace","230622537232281","2023-05-16","06:13:35 PM","Tuesday","6 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Pick-Up","No","Returning","non GH+","17.98","0.00","17.98","0.00","0.00","1.80","3.30","23.08","-2.25","0.00","0.00","-1.00","-1.80","0.00","18.03","15","47",,,,,"Late","5",
"Marketplace","569522658737795","2023-05-28","12:18:21 PM","Sunday","12 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Pick-Up","No","New","non GH+","21.98","0.00","21.98","0.00","0.00","2.20","0.00","24.18","-2.75","0.00","0.00","-1.04","-2.20","0.00","18.19","15","7",,,,,"Early",,
"Marketplace","646222443227175","2023-05-06","07:52:22 PM","Saturday","7 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","11.49","0.00","11.49","0.00","0.00","1.15","0.00","12.64","-1.44","-1.15","0.00","-0.69","-1.15","0.00","8.21","15","10","12","14","32","0","Early",,
"Marketplace","185424528289695","2023-12-01","04:12:35 PM","Friday","4 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","22.95","0.00","22.95","0.00","0.00","2.30","0.00","25.25","-2.87","-2.30","0.00","-1.07","-2.30","0.00","16.71","15","10","33","35","40","2","On-time",,
"Marketplace","653624805805400","2023-12-29","05:31:55 PM","Friday","5 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","40.01","0.00","40.01","0.00","0.00","4.00","0.00","44.01","-5.00","-4.00","0.00","-1.64","-4.00","0.00","29.37","13",,"9","11","37","0","On-time","5",
"Marketplace","440324677447821","2023-12-15","07:37:05 PM","Friday","7 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","14.73","0.00","14.73","0.00","0.00","1.47","0.00","16.20","-1.84","-1.47","0.00","-0.79","-1.47","0.00","10.63","11","12","2",,"15",,"Unable to Determine",,
"Marketplace","699624546947015","2023-12-03","04:29:53 PM","Sunday","4 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","53.19","0.00","53.19","0.00","0.00","5.32","0.00","58.51","-6.65","-5.32","0.00","-2.08","-5.32","0.00","39.14","15","21","21","24","53","4","Late","5",
"Marketplace","940124733441598","2023-12-22","05:00:48 PM","Friday","5 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","21.45","0.00","21.45","0.00","0.00","2.15","0.00","23.60","-2.68","-2.15","0.00","-1.02","-2.15","0.00","15.60","13",,"7","15","44","2","On-time",,
"Marketplace","245124613501135","2023-12-10","05:41:29 PM","Sunday","5 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","20.08","0.00","20.08","0.00","0.00","2.01","0.00","22.09","-2.51","-2.01","0.00","-0.97","-2.01","0.00","14.59","15",,"9","10","22","0","On-time",,
"Marketplace","796124615621833","2023-12-10","04:30:35 PM","Sunday","4 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","12.74","0.00","12.74","0.00","0.00","1.27","0.00","14.01","-1.59","-1.27","0.00","-0.73","-1.27","0.00","9.15","15","7","15","15","25","0","Early",,
"Marketplace","675024678858003","2023-12-16","01:37:15 PM","Saturday","1 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","28.07","0.00","28.07","0.00","0.00","2.81","0.00","30.88","-3.51","-2.81","0.00","-1.24","-2.81","0.00","20.51","11","7","16","17","37","0","On-time",,
"Marketplace","354624815432729","2023-12-30","04:23:45 PM","Saturday","4 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","48.89","0.00","48.89","0.00","0.00","4.89","0.00","53.78","-6.11","-4.89","0.00","-1.94","-4.89","0.00","35.95","11",,"14","15","45","1","On-time",,
"Marketplace","520824233168716","2023-11-02","05:50:07 PM","Thursday","5 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","20.96","0.00","20.96","0.00","0.00","2.10","0.00","23.06","-2.62","-2.10","0.00","-1.00","-2.10","0.00","15.24","15","12","26","26","38","1","On-time","5",
"Marketplace","078324246728394","2023-11-02","07:47:38 PM","Thursday","7 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","26.69","-7.99","18.70","0.00","0.00","1.87","0.00","20.57","-3.34","-2.67","0.00","-1.20","-1.87","0.00","11.49","15",,"11","12","32","0","On-time",,
"Marketplace","270624334789147","2023-11-12","11:55:16 AM","Sunday","11 AM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","13.97","0.00","13.97","0.00","0.00","1.40","0.00","15.37","-1.75","-1.40","0.00","-0.77","-1.40","0.00","10.05","15","4","16","16","21","0","Early","5",
"Marketplace","179821496714190","2023-01-31","06:29:12 PM","Tuesday","6 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Loyal","non GH+","17.97","0.00","17.97","0.00","0.00","1.80","0.00","19.77","-2.25","-1.80","0.00","-0.90","-1.80","0.00","13.02","15","8","16","17","28","1","Early",,
"Marketplace","006223746863418","2023-09-14","05:31:03 PM","Thursday","5 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","27.71","0.00","27.71","0.00","0.00","2.77","0.00","30.48","-3.46","-2.77","0.00","-1.23","-2.77","0.00","20.25","15","11","17","20","29","3","On-time",,
"Marketplace","354923849167332","2023-09-24","05:43:52 PM","Sunday","5 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","18.56","0.00","18.56","0.00","0.00","1.86","0.00","20.42","-2.32","-1.86","0.00","-0.92","-1.86","0.00","13.46","15",,"8","10","15","0","On-time",,
"Marketplace","216023906380092","2023-09-30","05:54:33 PM","Saturday","5 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","GH+","12.74","0.00","12.74","0.00","0.00","1.27","0.00","14.01","-1.59","-1.27","0.00","-0.73","-1.27","0.00","9.15","15","7","12","15","39","0","Early","5",
"Marketplace","101123887186848","2023-09-28","02:13:50 PM","Thursday","2 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","11.24","0.00","11.24","0.00","0.00","1.12","0.00","12.36","-1.41","-1.12","0.00","-0.68","-1.12","0.00","8.03","15","0","13","15","45","0","Early",,
"Marketplace","762923676956285","2023-09-06","07:36:00 PM","Wednesday","7 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","25.42","0.00","25.42","0.00","0.00","2.54","0.00","27.96","-3.18","-2.54","0.00","-1.15","-2.54","0.00","18.55","15",,"19","21","32","2","On-time","5",
"Marketplace","006023803822632","2023-09-20","01:47:09 PM","Wednesday","1 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","21.47","0.00","21.47","0.00","0.00","2.15","0.00","23.62","-2.68","-2.15","0.00","-1.02","-2.15","0.00","15.62","15","5","22","26","35","4","Early",,
"Marketplace","762423895382482","2023-09-29","11:09:28 AM","Friday","11 AM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","36.15","0.00","36.15","0.00","0.00","3.62","0.00","39.77","-4.52","-3.62","0.00","-1.51","-3.62","0.00","26.50","15","2","6","9","17","0","Early",,
"Marketplace","818623908879959","2023-09-30","10:09:22 AM","Saturday","10 AM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","GH+","13.24","0.00","13.24","0.00","0.00","1.32","0.00","14.56","-1.66","-1.32","0.00","-0.74","-1.32","0.00","9.52","15","4","25","25","47","0","Early",,
"Marketplace","029221768344246","2023-02-28","03:04:50 PM","Tuesday","3 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","14.46","0.00","14.46","0.00","0.00","1.45","0.00","15.91","-1.81","-1.45","0.00","-0.79","-1.45","0.00","10.41","11","4","27","27","39","0","Early",,
"Marketplace","619221592053880","2023-02-11","05:52:58 PM","Saturday","5 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","83.16","0.00","83.16","0.00","0.00","8.32","0.00","91.48","-10.40","-8.32","0.00","-3.09","-8.32","0.00","61.35","15",,"22","22","39","1","On-time",,
"Marketplace","821321587194740","2023-02-10","04:59:16 PM","Friday","4 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","24.47","0.00","24.47","0.00","0.00","2.45","0.00","26.92","-3.06","-2.45","0.00","-1.12","-2.45","0.00","17.84","15",,"10","13","25","0","On-time",,
"Marketplace","192021497196217","2023-02-01","12:10:45 PM","Wednesday","12 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","9.75","0.00","9.75","0.00","0.00","0.98","0.00","10.73","-1.22","-0.98","0.00","-0.63","-0.98","0.00","6.92","15",,"8","10","23","0","On-time",,
